date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:26:04	3864767/3864767	U-----	200	untouched ('')	image/jpeg	etag:%223af8bf-5768cb03f7100%22	http://www.iisermohali.ac.in/web/foundation-day/images/gallery-images/cover.Jpeg	www.iisermohali.ac.in/web/foundation-day/images/gallery-images/cover.jpg	(from http://www.iisermohali.ac.in/web/foundation-day/gallery.html)
20:26:04	499340/499340	U-----	200	untouched ('')	image/jpeg	etag:%2279e8c-5768cb03f7100%22	http://www.iisermohali.ac.in/web/foundation-day/images/gallery-images/a.jpg	www.iisermohali.ac.in/web/foundation-day/images/gallery-images/a.jpg	(from http://www.iisermohali.ac.in/web/foundation-day/gallery.html)
20:26:04	582844/582844	U-----	200	untouched ('')	image/jpeg	etag:%228e4bc-5768cb03f7100%22	http://www.iisermohali.ac.in/web/foundation-day/images/gallery-images/b.jpg	www.iisermohali.ac.in/web/foundation-day/images/gallery-images/b.jpg	(from http://www.iisermohali.ac.in/web/foundation-day/gallery.html)
20:26:04	625182/625182	U-----	200	untouched ('')	image/jpeg	etag:%2298a1e-5768cb03f7100%22	http://www.iisermohali.ac.in/web/foundation-day/images/gallery-images/c.jpg	www.iisermohali.ac.in/web/foundation-day/images/gallery-images/c.jpg	(from http://www.iisermohali.ac.in/web/foundation-day/gallery.html)
20:26:04	608429/608429	U-----	200	untouched ('')	image/jpeg	etag:%22948ad-5768cb03f7100%22	http://www.iisermohali.ac.in/web/foundation-day/images/gallery-images/d.jpg	www.iisermohali.ac.in/web/foundation-day/images/gallery-images/d.jpg	(from http://www.iisermohali.ac.in/web/foundation-day/gallery.html)
20:26:04	838463/838463	U-----	200	untouched ('')	image/jpeg	etag:%22ccb3f-5768cb03f7100%22	http://www.iisermohali.ac.in/web/foundation-day/images/gallery-images/e.jpg	www.iisermohali.ac.in/web/foundation-day/images/gallery-images/e.jpg	(from http://www.iisermohali.ac.in/web/foundation-day/gallery.html)
20:26:04	567043/567043	U-----	200	untouched ('')	image/jpeg	etag:%228a703-5768cb03f7100%22	http://www.iisermohali.ac.in/web/foundation-day/images/gallery-images/f.jpg	www.iisermohali.ac.in/web/foundation-day/images/gallery-images/f.jpg	(from http://www.iisermohali.ac.in/web/foundation-day/gallery.html)
20:26:04	663074/663074	U-----	200	untouched ('')	image/jpeg	etag:%22a1e22-5768cb03f7100%22	http://www.iisermohali.ac.in/web/foundation-day/images/gallery-images/g.jpg	www.iisermohali.ac.in/web/foundation-day/images/gallery-images/g.jpg	(from http://www.iisermohali.ac.in/web/foundation-day/gallery.html)
20:26:04	628309/628309	U-----	200	untouched ('')	image/jpeg	etag:%2299655-5768cb03f7100%22	http://www.iisermohali.ac.in/web/foundation-day/images/gallery-images/h.jpg	www.iisermohali.ac.in/web/foundation-day/images/gallery-images/h.jpg	(from http://www.iisermohali.ac.in/web/foundation-day/gallery.html)
20:26:04	629892/629892	U-----	200	untouched ('')	image/jpeg	etag:%2299c84-5768cb03f7100%22	http://www.iisermohali.ac.in/web/foundation-day/images/gallery-images/i.jpg	www.iisermohali.ac.in/web/foundation-day/images/gallery-images/i.jpg	(from http://www.iisermohali.ac.in/web/foundation-day/gallery.html)
20:26:04	577433/577433	U-----	200	untouched ('')	image/jpeg	etag:%228cf99-5768cb03f7100%22	http://www.iisermohali.ac.in/web/foundation-day/images/gallery-images/j.jpg	www.iisermohali.ac.in/web/foundation-day/images/gallery-images/j.jpg	(from http://www.iisermohali.ac.in/web/foundation-day/gallery.html)
20:26:04	587940/587940	U-----	200	untouched ('')	image/jpeg	etag:%228f8a4-5768cb03f7100%22	http://www.iisermohali.ac.in/web/foundation-day/images/gallery-images/k.jpg	www.iisermohali.ac.in/web/foundation-day/images/gallery-images/k.jpg	(from http://www.iisermohali.ac.in/web/foundation-day/gallery.html)
20:26:04	713243/713243	U-----	200	untouched ('')	image/jpeg	etag:%22ae21b-5768cb03f7100%22	http://www.iisermohali.ac.in/web/foundation-day/images/gallery-images/l.jpg	www.iisermohali.ac.in/web/foundation-day/images/gallery-images/l.jpg	(from http://www.iisermohali.ac.in/web/foundation-day/gallery.html)
