date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:22:01	1588/1588	------	404	error ('Not%20Found')	text/html	date:Fri,%2030%20Aug%202019%2012:10:37%20GMT	http://www.iisermohali.ac.in/web/foundation-day/js/events/jquery-2.1.4.min.js	C:/Users/dhruv/Desktop/Foundation%20Day/www.iisermohali.ac.in/web/foundation-day/js/events/jquery-2.1.4.min.html	(from http://www.iisermohali.ac.in/web/foundation-day/events.html)
20:22:01	15413/15413	------	200	untouched ('')	application/javascript	etag:%223c35-5768cb03f7100%22	http://www.iisermohali.ac.in/web/foundation-day/js/events/modernizr-2.6.2.min.js	C:/Users/dhruv/Desktop/Foundation%20Day/www.iisermohali.ac.in/web/foundation-day/js/events/modernizr-2.6.2.min.js	(from http://www.iisermohali.ac.in/web/foundation-day/events.html)
20:22:01	1588/1588	------	404	error ('Not%20Found')	text/html	date:Fri,%2030%20Aug%202019%2012:10:40%20GMT	http://www.iisermohali.ac.in/web/foundation-day/js/events/move-top.js	C:/Users/dhruv/Desktop/Foundation%20Day/www.iisermohali.ac.in/web/foundation-day/js/events/move-top.html	(from http://www.iisermohali.ac.in/web/foundation-day/events.html)
20:22:01	1588/1588	------	404	error ('Not%20Found')	text/html	date:Fri,%2030%20Aug%202019%2012:10:41%20GMT	http://www.iisermohali.ac.in/web/foundation-day/js/events/easing.js	C:/Users/dhruv/Desktop/Foundation%20Day/www.iisermohali.ac.in/web/foundation-day/js/events/easing.html	(from http://www.iisermohali.ac.in/web/foundation-day/events.html)
20:22:01	758031/758031	------	200	untouched ('')	image/jpeg	etag:%22b910f-5768cb03f7100%22	http://www.iisermohali.ac.in/web/foundation-day/images/gallery-images/12.jpg	C:/Users/dhruv/Desktop/Foundation%20Day/www.iisermohali.ac.in/web/foundation-day/images/gallery-images/12.jpg	(from http://www.iisermohali.ac.in/web/foundation-day/events.html)
20:22:01	45866/45866	------	200	untouched ('')	image/jpeg	etag:%22b32a-5768cb03f7100%22	http://www.iisermohali.ac.in/web/foundation-day/images/hunt.jpg	C:/Users/dhruv/Desktop/Foundation%20Day/www.iisermohali.ac.in/web/foundation-day/images/hunt.jpg	(from http://www.iisermohali.ac.in/web/foundation-day/events.html)
20:22:01	2294581/2294581	------	200	untouched ('')	image/jpeg	etag:%22230335-5768cb03f7100%22	http://www.iisermohali.ac.in/web/foundation-day/images/MM.jpg	C:/Users/dhruv/Desktop/Foundation%20Day/www.iisermohali.ac.in/web/foundation-day/images/MM.jpg	(from http://www.iisermohali.ac.in/web/foundation-day/events.html)
20:22:01	1546657/1546657	------	200	untouched ('')	image/jpeg	etag:%221799a1-5768cb03f7100%22	http://www.iisermohali.ac.in/web/foundation-day/images/RIA.jpg	C:/Users/dhruv/Desktop/Foundation%20Day/www.iisermohali.ac.in/web/foundation-day/images/RIA.jpg	(from http://www.iisermohali.ac.in/web/foundation-day/events.html)
20:22:01	67642/67642	------	200	untouched ('')	image/jpeg	etag:%221083a-5768cb03f7100%22	http://www.iisermohali.ac.in/web/foundation-day/images/origami.jpg	C:/Users/dhruv/Desktop/Foundation%20Day/www.iisermohali.ac.in/web/foundation-day/images/origami.jpg	(from http://www.iisermohali.ac.in/web/foundation-day/events.html)
20:22:01	50735/50735	------	200	untouched ('')	image/jpeg	etag:%22c62f-5768cb03f7100%22	http://www.iisermohali.ac.in/web/foundation-day/images/surprise1.jpg	C:/Users/dhruv/Desktop/Foundation%20Day/www.iisermohali.ac.in/web/foundation-day/images/surprise1.jpg	(from http://www.iisermohali.ac.in/web/foundation-day/events.html)
20:22:01	98900/98900	------	200	untouched ('')	image/jpeg	etag:%2218254-5768cb03f7100%22	http://www.iisermohali.ac.in/web/foundation-day/images/doodle.jpg	C:/Users/dhruv/Desktop/Foundation%20Day/www.iisermohali.ac.in/web/foundation-day/images/doodle.jpg	(from http://www.iisermohali.ac.in/web/foundation-day/events.html)
20:22:01	612447/612447	------	200	untouched ('')	image/jpeg	etag:%229585f-5768cb03f7100%22	http://www.iisermohali.ac.in/web/foundation-day/images/movie.jpg	C:/Users/dhruv/Desktop/Foundation%20Day/www.iisermohali.ac.in/web/foundation-day/images/movie.jpg	(from http://www.iisermohali.ac.in/web/foundation-day/events.html)
20:22:01	71887/71887	------	200	untouched ('')	image/jpeg	etag:%22118cf-5768cb03f7100%22	http://www.iisermohali.ac.in/web/foundation-day/images/LE.jpg	C:/Users/dhruv/Desktop/Foundation%20Day/www.iisermohali.ac.in/web/foundation-day/images/LE.jpg	(from http://www.iisermohali.ac.in/web/foundation-day/events.html)
20:22:01	84380/84380	------	200	untouched ('')	application/javascript	etag:%221499c-5768cb03f7100%22	http://www.iisermohali.ac.in/web/foundation-day/js/events/jquery.min.js	C:/Users/dhruv/Desktop/Foundation%20Day/www.iisermohali.ac.in/web/foundation-day/js/events/jquery.min.js	(from http://www.iisermohali.ac.in/web/foundation-day/events.html)
20:22:01	8111/8111	------	200	untouched ('')	application/javascript	etag:%221faf-5768cb03f7100%22	http://www.iisermohali.ac.in/web/foundation-day/js/events/jquery.easing.1.3.js	C:/Users/dhruv/Desktop/Foundation%20Day/www.iisermohali.ac.in/web/foundation-day/js/events/jquery.easing.1.3.js	(from http://www.iisermohali.ac.in/web/foundation-day/events.html)
20:22:01	36816/36816	------	200	untouched ('')	application/javascript	etag:%228fd0-5768cb03f7100%22	http://www.iisermohali.ac.in/web/foundation-day/js/events/bootstrap.min.js	C:/Users/dhruv/Desktop/Foundation%20Day/www.iisermohali.ac.in/web/foundation-day/js/events/bootstrap.min.js	(from http://www.iisermohali.ac.in/web/foundation-day/events.html)
20:22:01	8835/8835	------	200	untouched ('')	application/javascript	etag:%222283-5768cb03f7100%22	http://www.iisermohali.ac.in/web/foundation-day/js/events/jquery.waypoints.min.js	C:/Users/dhruv/Desktop/Foundation%20Day/www.iisermohali.ac.in/web/foundation-day/js/events/jquery.waypoints.min.js	(from http://www.iisermohali.ac.in/web/foundation-day/events.html)
20:22:01	12597/12597	------	200	untouched ('')	application/javascript	etag:%223135-5768cb03f7100%22	http://www.iisermohali.ac.in/web/foundation-day/js/events/jquery.stellar.min.js	C:/Users/dhruv/Desktop/Foundation%20Day/www.iisermohali.ac.in/web/foundation-day/js/events/jquery.stellar.min.js	(from http://www.iisermohali.ac.in/web/foundation-day/events.html)
20:22:01	4938/4938	------	200	untouched ('')	application/javascript	etag:%22134a-5768cb03f7100%22	http://www.iisermohali.ac.in/web/foundation-day/js/events/hoverIntent.js	C:/Users/dhruv/Desktop/Foundation%20Day/www.iisermohali.ac.in/web/foundation-day/js/events/hoverIntent.js	(from http://www.iisermohali.ac.in/web/foundation-day/events.html)
20:22:01	7211/7211	------	200	untouched ('')	application/javascript	etag:%221c2b-5768cb03f7100%22	http://www.iisermohali.ac.in/web/foundation-day/js/events/superfish.js	C:/Users/dhruv/Desktop/Foundation%20Day/www.iisermohali.ac.in/web/foundation-day/js/events/superfish.js	(from http://www.iisermohali.ac.in/web/foundation-day/events.html)
20:22:01	2581/2581	------	200	untouched ('')	application/javascript	etag:%22a15-5768cb03f7100%22	http://www.iisermohali.ac.in/web/foundation-day/js/events/main.js	C:/Users/dhruv/Desktop/Foundation%20Day/www.iisermohali.ac.in/web/foundation-day/js/events/main.js	(from http://www.iisermohali.ac.in/web/foundation-day/events.html)
20:22:01	40166/40166	------	200	untouched ('OK')	text/css	etag:%229ce6-5768cb03f7100%22	http://www.iisermohali.ac.in/web/foundation-day/css/gallery/gallery1.css	C:/Users/dhruv/Desktop/Foundation%20Day/www.iisermohali.ac.in/web/foundation-day/css/gallery/gallery1.css	(from http://www.iisermohali.ac.in/web/foundation-day/gallery.html)
20:22:02	3864767/3864767	------	200	untouched ('')	image/jpeg	etag:%223af8bf-5768cb03f7100%22	http://www.iisermohali.ac.in/web/foundation-day/images/gallery-images/cover.Jpeg	C:/Users/dhruv/Desktop/Foundation%20Day/www.iisermohali.ac.in/web/foundation-day/images/gallery-images/cover.jpg	(from http://www.iisermohali.ac.in/web/foundation-day/gallery.html)
20:22:02	499340/499340	------	200	untouched ('')	image/jpeg	etag:%2279e8c-5768cb03f7100%22	http://www.iisermohali.ac.in/web/foundation-day/images/gallery-images/a.jpg	C:/Users/dhruv/Desktop/Foundation%20Day/www.iisermohali.ac.in/web/foundation-day/images/gallery-images/a.jpg	(from http://www.iisermohali.ac.in/web/foundation-day/gallery.html)
20:22:02	582844/582844	------	200	untouched ('')	image/jpeg	etag:%228e4bc-5768cb03f7100%22	http://www.iisermohali.ac.in/web/foundation-day/images/gallery-images/b.jpg	C:/Users/dhruv/Desktop/Foundation%20Day/www.iisermohali.ac.in/web/foundation-day/images/gallery-images/b.jpg	(from http://www.iisermohali.ac.in/web/foundation-day/gallery.html)
